,Comments,Origin
1385,"Chaquetero arrastrado, cuando no se tienen argumentos, escriben este tipo de estupideces y mentiras.",Universal
1386,"No caigamos en el juego de algunos y las manifestaciones
de odio, solo perjudica a México, si analizamos la realidad todo se basa en el poder por el poder, dividir, hablar del pasado y no hacer propuestas correctas e implementar soluciones, ya son más de tres años hablando de lo mismo. Alguien robó?, perfecto, a juzgarlo y castigarlo, requerimos propuestas, unidad, proyectos y respuestas concretas, no cortinas de humo repetitivas, nos tienen a los mexicanos en general en un círculo negativo que no aporta soluciones, todos los días lo mismo de lo mismo",Universal
1387,"No tengo el gusto de conocerte pero si quiero decirte que cuando se hace una crítica , ésta tiene que fundamentarse en los hechos . La doctrina del fascismo tiene objetivos muy particulares y si hay un grupo en México que tiene actitudes fascistas o falangistas o más aún nacistas ese en el pan .",Universal
1388,"Fuera los traidores a la patria!!!
Viva la 4T!!
Viva AMLO!!!
Viva México!!!!
Na al entreguismo",Universal
1389,"Ignacio Mier , un expriista que voto a favor del fobaproa , y ahora escupe insultos y lincha a quien en sus facultados hiso su trabajo",Universal
1390,"La transformación no solo es sobre la corrupción del erario , también en el plano de democracia , Y es de las iniciativas que obrador prometió cambiar , Así que , para que se asustan",Universal
1391,Bla bla bla bla.... la misma retórica desde hace 4 años,Universal
1392,"Y este que habla ?? Cuando los anteriores Presidentes vendieron todo lo nuestro, donde estaba? Porque no ladró en ese tiempo ? Ahora que se saqué a descular hormigas .",Universal
1393,"Como quieren si hay traidores, corruptos de gobiernos anteriores y contaminan a gente del actual gobierno,
Funcionarios de dedo q no funcionan a nivel municipal, estatal ,federal.
Mil peros para poner un negocio .
Y muchos inspectores
Q piden miles de pesos para poder trabajar honradamente .
Gana mas un taquero de banqueta
Q un negocio establecido formal .
En edomex (ecatepec) rateros a mas no poder corruptos
Desde el secretario hasta abajo .
Preguntenmeee",Universal
1394,"Y cómo le llamas a la manera de gobernar de Salinas , hasta Peña Nieto ? Yo diría sólo, que SON LA MADRE DE LA CORRUPCIÓN !! El pueblo lo sabe , que no se podía decir nada, Porque te desaparecían y o te metían a la cárcel , Inventando cualquier delito , si así FUE Y NO PUEDEN TAPAR EL SOL , CON UN DEDO !!",Universal
1395,Jajajaja¿ Y el Andrés es un Peligro para México no es odio ? Jajajaja. Tenga usted un poquito de memoria jajajaja,Universal
1396,"De nada sirve leer una Biblioteca entera si no entiendes ó malinterpretas todo lo que lees, así con el Gran Simulador tabascano",Universal
1397,"Basta ver las opiniones para darte cuenta de la Polarización de este personaje, es increíble que defiendan a ""alguien"" que se le dió una RESPONSABILIDAD
, en lugar de exigirle resultados, pero en fin nos tocó vivir está experiencia, saludos",Universal
1398,"Mejor callarnos y aprender de la historia, pues considero que ni idea remota se tiene de lo que es un regimen fascista y/o autoritario propiamente. Dios guarde la hora -decía mi agüe que en paz descanse.",Universal
1399,"Que explique cuáles son los rasgos fascistoides y cuáles son esos de fachos? Estamos acostumbrados a no terminar de explicar y argumentar esta manera de presentar solo expresiones sin fundamentos reales, objetivos es de una pereza mental e irracionalidad impresionante .",Universal
1400,SEÑOR ESO ES EN RESPUESTA A LAS POSICIONES INTRANSIGENTES Y POCO RACIONALES DE LA OPOSICIÓN QUE ESTÁ ROTA Y SIN UNA FIGURA IMPORTANTE QUE PUEDA DARLES PRESENCIA NACIONAL,Universal
1401,"No es así, solo están procurando participar en nos no próximas elecciones ....nos vemos hasta entonces",Universal
1402,"Pues hay que ver lo que hicieron con el país en presidencias pasadas y si son unos traidores a la patria, al pueblo y hasta sus mismos estatutos e ideologías de sus partidos. #TRAIDORES_A_LA
_PATRIA",Universal
1403,"Quisiera haber visto y escuchado en los sexenios de Fox, Calderón, Cedillo o Salinas de Gortari esa libertad de expresión, esas críticas avallazadoras en contra de cada iniciaativa, o proyecto que impulsaron en su momento, aún y cuando eso significara la destrucción y saqueo de las instituciones públicas y de lo que hoy dejaron como país, puro lame suelas en los cuales solo se escuchaba el (si señor presidente.)",Universal
1404,Por qué tenemos que vivir los verdadera mente mexicanos ésto está estupidez de mal muy mal gobierno? Si se le puede decir así,Universal
1405,"Juan Pablo Becerra Acosta deberías ver lo que dice el artículo 123 del código penal para que juegues si es nadamas un arrebato de fachos , por lo que se ve también te llegaron al precio los medios de deformacion para tratar de confundir a la población , lo bueno que son bien conocidos los medios desinformativos
, esperemos que no crescan los grupos de traidores porque los otros no existen , solo están en su imaginación por el delirio del regreso del famoso chayote",Universal
1406,Vivimos un proceso de implantación de una dictadura patriótica socialista,Universal
1407,"Hay señor Becerra, no solo se está metiendo con el presidente también con el pueblo!!",Universal
1408,Vivan los opinologos de televison a suledo!!!! Como estan precupados por nosostros 🤭,Universal
1409,"A puro dolor.
Por que le decían la dictadura perfecta al régimen del PRI? Y sus hermanos gemelos del PAN?",Universal
1410,A los que critican ni un chile les Enbona,Universal
1411,Me vale madre lo que este individuo piense y opine ...LOS TRAIDORES PRIANISTAS Y LOS DEL INE ..SERÁN SIEMPRE UNOS TRAIDORES,Universal
1412,"Que fuera de contexto su comentario, ya que los que son clasistas,y racistas, son la oposición a la ustedes defienden.",Universal
1413,"Ahora se les volteo la tortilla, para que vean lo que hacían, y nadie les decía nada, ya dejen su lloradero",Universal
1414,Traidor a la patria,Universal
1415,Argumento falaz de la mafia del PRIAN,Universal
1416,"Los panistas defendiedo su ""DERECHO A RECIBIR SOBORNOS DE EMPRESAS EXTRANJERAS"". Son ladrones y traidores, esa es su historia.",Universal
1417,Están enloquecidos y enloqueciendo más y más,Universal
1418,Periodista basura por falta de los sobres de la sra. Chayo.,Universal
1419,Solo tienen arrebatos de querer sacar adelante este país plagado de corruptos trabajadores,Universal
1420,"Con todo sobre los corruptos
Adelante 4t",Universal
1421,Adversarios tarugos no se dan cuenta de los cuatros que les ponen...el presidente los tiene acorralados por dónde le busquen les tiene una de tantas sorpresas... saludos.,Universal
1422,Opinión de muchos.!!!,Universal
1423,"Interesante!!!
Omegapro-Ríos de bendiciones.
Pide información.",Universal
1424,"Es bien chistoso que llaman a no votar pero dicen “Yo defiendo al INE” y la democracia.

Chistoso que llaman “dictador” a AMLO pero Lorenzo Córdova va para 9 años en el cargo.

Chistoso que dicen que “polarizamos” y fue Lorenzo quien se burló de indígenas y padres de los 43 de Ayotzinapa.

Chistoso que le critican a AMLO por la austeridad republicana pero no dicen que Lorenzo Córdova gana $169,125 al mes ($7 mil + que el Presidente) violando la misma Constitución y amparándose al igual que muchos servidores públicos del INE.

Chistoso que llaman autoritario a AMLO, pero Ciro Murayama agrede cada que puede a actores de la 4T y se toma atribuciones ajenas, como explicar estadísticas cuando sus facultades no son esas.

Ay de verdad qué pintorescos son los opositores.

#LaReformaElect
oralVa

Juan Carlos Rocha.",Universal
1425,"El Peje cree que olvidamos que en Sudamérica los dictadores llegaron por una elección democrática y después hicieron TODO para modificar la ley y reelegirse, como Hugo Chávez y muchos otros, aunque el peje clame que es diferente, solo es un imitador barato del neo populismo.

Yo defiendo al INE.

La deforma político-electo
ral No va a pasar, no va a pasar!!!

Pues exhortamos a los senadores para que nuevamente voten en contra de está deforma que quiere doblar al INE ante los caprichos antidemocrático
s de este Socialista, masón luciferino.

Quiere que el INE sea federalizado, es decir deje de ser autónomo.
Que los funcionarios del INE se elijan por ""voto popular"", los funcionarios son elegidos por su preparación académica y no son parte de ningún partido político que pueda ""financiar"" sus campañas, básicamente es un dedazo disfrazado de votación como acostumbra el peje, la intención es tener a sus secuaces abyectos en el INE para que en 2024 gane Mugrena.
Y quitar senadores y diputados, sólo es para tener la manera de cambiar la constitución, posiblemente hasta re elegirse.

Pero la Oposición no lo vamos a permitir, defendernos al INE.

Peje traidor a la patria por poner al ejercito al servicio de un presidente extranjero, por protejer más al narco y delincuencia, por soltar al hijo del Chapo, dejar morir a niños y personas con cáncer por falta de medicamentos, por el mal manejo de la pandemia, con miles de muertos, por las muertes de la línea 12, por los asesinatos de los campesinos y campesina en Chihuahua por el agua a manos de la ""Guardia"" necional (Border patrol según Trump), por doblegarse ante Trump, por la peor inflación en 21 años, por mal gastar recursos de los mexicanos, por deforestar selva en la región maya y vender la madera preciosa a otros países, por mandar a asesinar a los ambientalistas reales, por denostar y culpar de golpistas a cualquiera que piense diferente que el, por no luchar contra la corrupción, por el contrario liderearla, por vender nuestro Petróleo a la compañía rusa Lukoil junto con permiso de extracción por millones de barriles de petróleo, por la gasolina más cara de todos los sexenios, por expropiar el Litio para su beneficio y ahuyentar con eso la inversión en México, así como cancelar el contrato con Gangfeng por la extracción del Litio y hacer que los mexicanos paguemos por la demanda que recibirá de Gangfeng, por querer modificar la constitución para su reforma politico-electo
ral y perpetuarse en el poder, por eliminar el estado de derecho al violar las leyes y la constitución, por exhibir a los senadores que votaron contra su deforma eléctrica y al hacerlo violar el artículo 61 de la constitución, por ofrecerle al papá del senador Aysa una embajada a cambio de su voto por la reforma eléctrica, por generar electricidad y petróleo con el carbón de sus empresas de la 4ta transa y de su compadre con compras por asignación directa por más de 358MMDP al mes, por qué no hace nada por las desapariciones de mujeres y hombres y dando orden de encubrirlos, porque la ex candidata de morena a gobernadora de N.L. es miembro de una red de trata de mujeres a EU para esclavas sexuales y pornografía infantil, por haber gastado miles de millones en las bodas de sus hijos ninis y por el nepotismo de que uno de sus hijos viviera en Houston por los contratos al dueño de Deere Park, por llevarnos a un régimen neo socialista y para lo cual necesita al ejercito, así que construye una central avionera y las ganancias decreta dárselas al ejercito.

https://
fb.watch/
bWreaWS3Br/

No hay dictadura sin el apoyo del ejercito.

https://
www.facebook.com
/17853721002/
posts/
1015859469562100
3/

https://
www.forbes.com.m
x/
lukoil-compra-pe
trobal-50-proye
cto-extraccion/

https://
www.jornada.com.
mx/2021/12/19/
opinion/015a2pol

https://
elpais.com/
mexico/
2021-03-24/
filtrado-un-vide
o-de-la-candida
ta-de-morena-al
-gobierno-de-nu
evo-leon-con-el
-lider-de-la-se
cta-nxivm.html

https://
www.facebook.com
/11077202670/
posts/
1015858740470767
1/

https://
vlex.com.mx/vid/
articulo-61-invi
olabilidad-opin
iones-670639741

El peje, masón luciferino, socialista de clóset, desde los 70's a vivido del herario y corrupción, aprendió bien del viejo PRI, como dice el dicho ""perro que come huevo, aunque le quemen el hocico"", pero como ahora ya dice su frase ""No mentir, no robar y no traicionar"" que no aplican ni entre ellos mismos, automáticamente
a los ojos cerrados de 15 millones de mexicanos ya es el ""honrado Salvador de México"".

No son iguales, son peores.",Universal
1426,"Régimen fascista?
Cuándo dijo algo al PRIAN !",Universal
1427,"Y los de ""oposición"" creyendo que se llamaría amlitio, creyendo que el presidente saldría en las portadas de los libros de texto, pensando que la torre del aifa está chueca jajajaja en fin... Esa oposición si que está enferma",Universal
1428,Muy claramente y el pueblo bueno ansioso de que lo pisoteen.,Universal
1429,Ya paso la época fascista con los neoliberales que traicionaron y siguen con sus votos por extranjeros,Universal
1430,"Juanito, eres un pobre tonto que nunca a hecho nada para impedir que los ex presidentes priístas y panistas ROBARÁN y TRAICIONARAN al pueblo y ahora eres el salvador de los legisladores y legisladoras que TRAICIONARON al país entregándole a los extranjeros los recursos energéticos de la Nación, por lo tanto tú también eres un TRAIDOR.",Universal
1431,El valiente vive hasta que el cobarde quiere...,Universal
1432,Que no viviamos en un estado totalitario?,Universal
1433,"No son fachos
Son maiziados de la mafia",Universal
1434,"no maaaa, como escribe este señor, producto de los intereses ajenos a México, cómo si fuera extranjero, o si es extranjero tiene razón, pero si fuera mexicano y un periodista honesto, escribiría la verdad y en favor de México. Sería más objetivo.",Universal
1435,Fuera,Universal
1436,"El fascismo es una ideología política y cultural fundamentada en un proyecto de unidad monolítica denominado corporativismo,
por ello exalta la idea de nación frente a la de individuo o clase; suprime la discrepancia política en beneficio de un partido único y los localismos en beneficio del centralismo; y propone como ...",Universal
1437,Los enloqueció el poder..,Universal
1438,"Si de traidores se trata, ya hay muchos, entre los chapulines",Universal
1439,Una razón más para no votar por el PRI o el PAN,Universal
1440,"Que jalada de basura,este tipo pelón cree que México tiene solo desmemoriados y tontos.",Universal
1441,"De muy poca memoria, para eso se invento la historia",Universal
1442,"Hablaste de guerra? Creo que es a donde nos quiere llevar y ahí todos perdemos, y bueno para que pelear si la amenaza nuclear la tenemos encima",Universal
1443,"No hay billete de regalo, ahora hay que pagar impuestos, ya no hay viajes de gratis, ni sobres amarillos , ni pistear de gratis en el mejor lugar, hemos perdido libertades, ya ni la becerra puede pastear libremente y eso a costa de quién Juan Pablo.",Universal
1444,Los verdaderos mexicanos estamos con AMLO,Universal
1445,Ta bueno puej,Universal
1446,"Fascistoide, el más viejo de tu casa!!!",Universal
1447,Si pero no es para menos..,Universal
1448,"Atte. Juan Pablo Becerra Acosta Jajajajajajajaj
aja... Otro gato del Chayoniversal , usado para tratar de Golpear a la 4T,,,",Universal
1449,Jajaja de esos que menciona. Son los que trabajan . Y se sirven .apático,Universal
1450,"Nosotros si teníamos pero no podian decir nada, nosotros si podemos decir porque ni quien nos pele",Universal
1451,A cómo maman,Universal
1452,Defendiendo a sus traidores,Universal
1453,"Lloran por qué los privilegios que antes les llega de alguna manera ya se les cancelaron, ya no les llega su moche como antes, ahora pónganse a trabajar como lo hacemos la mayoría en este país.",Universal
1454,"absoluta libertad de expresion ? señor Becerra termine por definirse,usted
esta como la SCJN da una de cal por 2 de arena,",Universal
1455,"Claro que si estamos entrando a un estado comunista, adoctrinando a la gente, si no los apoyas eres traidor a la patria, generan odio a las transaccionales
, quieren una educación a modo de adoctrinamiento
, quieren tener control sobre el órgano electoral, etc., sin que muchos se den cuenta porque entraron en la idolatría al gobierno está pasando.",Universal
1456,Pues mira nosotros estamos felices con nuestro presidente...,Universal
1457,Que comparación tan idiota eso lo vivieron en Chile antes que en Italia hace años.,Universal
1458,Loque pasa que todos los periodicos que pulican puras pendejadas que paresen delabadero porque sus mente ya noles da para mas y porque tienen cabesa de mosquito que loso asen ruido ni eyos saben que ruido asen,Universal
1459,Jajaja ..lo que es perder el chayote.,Universal
1460,"Si que miedo, AMLO cada vez se parece más a Hitler",Universal
1461,Daniel Garcidueñas,Universal
1462,Javier Hernandez,Universal
1463,"Top fan
Julio Arreola",Universal
1464,Miguel Zamacona,Universal
1465,"El problema de la 4T que el costo político del tiempo ya les alcanzó, después de casi 4 años, donde ya hasta se comienza hablar del sucesor, las promesas de campaña simplemente no se cumplieron.",Universal
1466,"Así es presisamente lo que está pasando...comun
ismo puro y duro",Universal
1467,"No vivimos el Fascismo todavía porque los de 4ta no han podido modificar a su antojo a la Nación, pero si por ellos fuera ya estaríamos como Venezuela...",Universal
1468,"Fascista el régimen anterior, quieres más o te guiso un huevo, hijo de la dictadura perfecta.",Universal
1469,"periodistas en México...
El hijo del presidente y su mansión de millonarios..
El mismo periodista: que inconsciencia del presidente al exponer a mi familia y mis departamentos..
.

La derecha mexicana..
Este presidente es un asesino, un corrupto, un dictador!!!
Los mismos politicos: es una persecución política al llamarnos ""traidores a la patria""..
😂😂😂😂
Y así podría seguir todo el dia...
En los años desde que amlo está al mando solo han dicho estupideces y disparates por todos lados, contratando famosillos y consultando con ""expertos"", y no se han puesto a trabajar ni siquiera en su candidato para 2024, y sus seguidores son tan cerrados que les van a poner a cualquier p3nd3jo...",Universal
1470,Fifi traidor,Universal
1471,"Está regorma es una actualización de prácticas corruptas para modernizar los procesos que conlleven a una mejor democracia, deben de entender que lo anterior ya es opzoleto de acuerdo a los nuevos tiempos, amén de representar un ahorro considerable que permitirá enfocar más recursos al bienestar del pueblo mexicano",Universal
1472,"De acuerdo con él analista, pero no, no tenemos absoluta libertad de expresión con tanta muerte y persecusión a periodistas, ni tampoco es una aceptable división de poderes. Los morenacos se volvieron locos de poder y de robar casi la mitad del presupuesto y ahora no quieren dejar el poder. Se les advirtió y no hicieron caso, ahora a sacarlos a patadas a esos HDP",Universal
1473,"Exhiben dineral de Brozo y Loret
https://
www.noticiaszmg.
com/
zmg56543.htm",Universal
1474,"Estas muy equivocado , los prianistas son los que se mantienen jode y jode en contra del presidente obrador",Universal
1475,"Cosas que le pasan a los ricos que al proletariado no nos pasara. Oh rayos que en temixco Morelos aterrizo una avioneta dentro del bodega aurrera xD. No miento, tambien nos pasa a los proles xDxD",Universal
1476,Problemas de millonarios es como acá en México una persona está probando una Italika y la estrella contra un Bocho algo así,Universal
1477,SI CON EL CONDUCTOR ANDAN CHOCANDO AHORA QUE SERA A CONTROL REMOTO ALGO PEOR,Universal
1478,¿SI NO TRAIA CONDUCTOR QUIE VA A PAGAR EL GOLPE?,Universal
1479,No hay pdo lo pago. Dijo Musk..,Universal
1480,Todo queda entre millonarios y cada quien su golpe. Todo fuera como eso,Universal
1481,"Un momento, el universal compartiendo una nota?? 😆",Universal
1482,"Bueno, si tiene para comprar un Tesla, tiene para pagar el golpe",Universal
1483,"Manejar dentro de un aeropuerto es muy complicado, solo algunos tenemos conocimiento de ello.",Universal
1484,"La IA: Pájaro grandote, Probabilidad: 26.78%",Universal
1485,Diría el Tesla. salió de la nada!!,Universal
1486,Solo le dió un besito...🤣🤣🤣,Universal
1487,"Roel F Herrera ve mano, mejor no compre esas vainas",Universal
1488,😮,Universal
1489,Rodrigo Navarro,Universal
1490,Rorro Sanjuan,Universal
1491,Rodrigo,Universal
1492,Ni loco me meto a un taxi o avión sin piloto....,Universal
1493,🤦‍♂️,Universal
1494,"La delincuencia se ha apoderado cada vez de más territorios en el país durante este gobierno... Y que un gobernante falte en ofrecer seguridad a los ciudadanos, que es una de sus principales obligaciones, eso es traicionar a la patria...",Universal
1495,"¿el gobierno negandose dialogar con las victimas?, ¿acaso estamos en un gobierno neoliberal? no, peor, estamos en un gobierno de la 4T",Universal
1496,"Y así en el país, personas sin hogar por la incapacidad de mantener el orden, La Paz social.",Universal
1497,Pero cómo? No que es el gobierno de la inclusión y del verdadero apoyo a las comunidades indígenas?,Universal
1498,Entonces Para que Sirve Ese Señor Encinas !! Si No Sirve Que Lo Quiten !! Ya No Recuerda Cuando Andaba De Perra Flaca Arrimándosele Al PRD Claro Cuando El PRD Era Otro Antes De Los CHUCHO,Universal
1499,Pero adan esta muy ocupado como porro de amlo y la4t y ahora feliz porque lo nombro para la presidencia no se da cuenta que lo engaña y no hace su trabajo que horror de gente irresponsable,Universal
1500,"Y como ese, cientos de problemas de gente desaparecida, pueblos desplazados por el crimen, niños esperando medicinas, pero el pueblo feliz con dinero regalado. Allí está el cobro. Y el cambio? Ahorita no joven, paso después jajaja inocentes pero también se les dice de otra forma",Universal
1501,El Secretario de gobernación está ocupado apoyando a Morena.,Universal
1502,"La independencia no es solo de los partidos y pase como en todos los cambios del pasado, el único objetivo de la guerra de independencia era derrocar el régimen colonial, y nada cambio con haber logrado la Independencia el imperio de Iturbide, no cambió nada, nomas se cambio de poderes, y así paso con la guerra de liberales con conservadores que nos llevo a perder mas de la mitad del territorio, sin importar a nadie porque lo único que buscaban era el poder en la Ciudad de México, el objetivo de Juárez era derrocar el imperio, y establecer la República, el objetivo de Madero era quitar al Porfiriato del poder, y así pasamos todo el siglo pasado llego Fox y su objetivo era sacar de Los Pinos al PRI, y lo saco..ya hace mas de 23 años, y tomaron el poder los partidos políticos, para que los queremos derrocar, para poner a MORENA, y empezamos de nuevos con los caudillos mesiánicos, o para que??????.",Universal
1503,"ellos tienen la costumbre de ejercer la justicia por propia mano, se matan alegremente entre ellos...y son muy humildes por ello vende a sus hijas",Universal
1504,"Pobre gente, y donde queda el lema de TARTUFO de Primero los Pobres??? Primero mueren de hambre, son asaltados en el teansporte público, se mueren por no tener medicinas ni hospitales, son asesinados. Este gobierno y su lema, que demuestren que en verdad quieren al PUEBLO, lo único que quieren son sus votos!!!",Universal
1505,Pero en el Palacio les importa más saber cuánto gana Loret de mola :-/,Universal
1506,Pobrecitos en este infierno sin gobierno.,Universal
1507,Este es el gobierno por el que votaron ojalá esto les abra los ojos y dejen de creer en López y su 4t,Universal
1508,Allí están sus indígenas tan protegidos po Andrés y entonces? Para quien gobierna?,Universal
1509,"Estaríamos mejor con López Obrador,para el los pobres
Son primero,",Universal
1510,Boten más por morena. Es un gobierno insensible,Universal
1511,"Toda esta falte de sensibilidad del gobierno, su falta de voluntad e interés por los desplazados seguramente se verá reflejado en las urnas!",Universal
1512,"Gobierno irresponsable, no soluciona nada. Y ponen también a gente inepta.",Universal
1513,No les queda de otra ir a vivir a SEGOB Y PALACIO NAL. No hay seguridad,Universal
1514,"Mañana amlo organizará una consulta a ver si se les atiende o no pues al parecer son un grupo infiltrado por los neoliberales que quieren que le vaya mal a su gobierno.
Además Calderón debe explicar porque pateó el avispero y Loret debe decir cuánto gana y cuántos departamentos tiene!!!!",Universal
1515,Para el tirano son Triquis Neoliberales y Conservadores,Universal
1516,El lunes ya saben quien dirá que son golpistas pagadas neoliberales fifis 🙄😒😒😒,Universal
1517,Primero los pobres!! Hay ajaaaaaaa que le crea su escusado al kks!,Universal
1518,Porque no van hacer desmanes en su pueblo,Universal
1519,"Primero el tren maya y las propiedades de Loret, los trikis que se esperen, hay niveles en la 4T.",Universal
1520,"Y el Secretario de Gobernación en lugar de tratar de resolver estos problemas que le competen, anda de huelepedos atrás del presidente y en campaña.",Universal
1521,AL GOBIERNO NO LE IMPORTAN,Universal
1522,como si pejin esdta muy ocupado peleando con Loret,Universal
1523,primero los pobres dice el slogan cuatrero,Universal
1524,"Que se metan a la mañanera e inmediatamente la de atención ciudadana los recibe. Ah, es que no tienen tele y no vieron cómo se hace.",Universal
1525,"Parece que los Morenos llegaron al poder y se olvidan del pueblo, pero que tal en campaña, promesas y promesas",Universal
1526,"Adan no atiende sus responsabilidad
es, solo anda metido en política",Universal
1527,"¿ Y este gobierno le da voz a nuestros pueblos ?, sigan votando por esta 4T",Universal
1528,"Y que el gobierno de Oaxaca está de vacaciones o que, allá es donde se debe exigir, aquí solo vienen a molestar y luego exigen, no piden",Universal
1529,Loret y Brozo esos si son noticia y son rentables.,Universal
1530,No pues ya valió para el presidente primero son sus amigos los bien portados,Universal
1531,"¡Ni que fueran narcos! Ahí tienen su gobierno ""humanista"" y ""cercana"" al pueblo.",Universal
1532,Cuando encinas fue a los trikis no los dejaron pasar no voy a defenderlo tampoco pero ese problema de los trikis tiene broncas políticas no dejan que entren las fuerzas federales porqué tienen armas largas dense una vueltecita por haya y el asunto es demaciado complejo,Universal
1533,Esta gente es utilizada por alguien.,Universal
1534,GOBIERNO HAY......,Universal
1535,Háganles caso como a los migrantes que no son d aquí los ayudan candil de la calle y obscuridad de su casa,Universal
1536,Gobierno humanista……,Universal
1537,Pues para quien o para que trabaja este empleado Encinas ?,Universal
1538,Y quienes son esas triquis????,Universal
1539,"DEJA VER COMO FUE EN EL 2020 NO SABIAMOS DE ESO, SE LES DA ASILO A MIGRANTES, Q NO LO HAGAMOS CON NUESTRA RAZA, UNIVERSAL HABER SI PAGAS LOS 500 MILLONES PARA REHUBICARLOS",Universal
1540,Así tu izquierda Lecon Redskin,Universal
1541,Sergio Romero Velazquez,Universal
1542,Pero es el gobierno por el que muchos votaron... Y a los primeros a los que botan es la pueblo bueno y sabio... Ya no hay que votar por la mier....,Universal
1543,Normal es México Morena,Universal
1544,Que poca ma... 😡,Universal
1545,Maria del Prado,Universal
1546,"¡#JusticiaParaA
rgüello!

¡Ya son 151 quincenas sin cobrar lo que por derecho me corresponde!

¡#SoyDocentePer
oElTecNMMeTrata
PeorQueADelincu
ente!",Universal
1547,"Neta...... Aún creen en el socialismo??
Está demostrado que sólo funciona para los dirigentes.",Universal
1548,"Y cuando es la contrapropuesta
de la CNTE ?? Bloqueos y protestas ???",Universal
1549,"Puro adoctrinamiento
barato,no enseña a cuestionar,no enseña a ser independiente y te somete ideológicamente
,haciendo que se tengan conductas gregarias,sin independencia….
.",Universal
1550,Comunistas.,Universal
1551,"Que se preocupen porque el personal Docente, tengan sueldos justos y dignos ...",Universal
1552,MARX CHAFA,Universal
1553,"El INE a sido muy generoso con los de Morena, les da manazos y les enseña los estatutos como si fueran niños chiquitos, aplicar las multas no beneficia porque pagan con dinero público, prohibirles tiempo de ser servidores públicos y que aprendan a respetar "" la Constitución y las leyes que de ella emana""",Universal
1554,"Traidores a la patria somos todos porque emos destrozado nuestro país, inseguro, delincuencia, asaltos robos, violencia la ley del más fuerte y la corrupción a todo lo queda no se equivoquen políticos presidentes municipales diputados, senadores gobernadores presidente de la República ustedes son los verdaderos responsables",Universal
1555,Pues que pongan en la lista a Mario Delgado el fue secretario de finanzas de la línea 12 el manejo los dineros y los contratos de esa línea y cuando pasó la tragedia anduvo muy calladito,Universal
1556,"Todo el apoyo al INE, Gobiernos de Morena con toda clase de complejos negativos, su incapacidad para presentar estrategias que den viabilidad la país de forma laboral, profesional, empresarial, y menos capaces de mejorar la educación, cultura, salud y por supuesto menos seguridad!! Un Gobierno que a 4 años, solo ha demostrado un discurso contradictorio,
mañoso, lleno de odio, con el afán de sembrar discordia, división entre los Mexicanos!! Enséñalos a pescar 🎣 enséñales el valor de la vida y el respeto a la familia, el valor del trabajo honrado y que cada persona encuentre motivación para desempeñarse en el ámbito de sus competencia.",Universal
1557,"Que fácil usan la palabra vende patrias, parece que les mintieron un chip y solo eso trabaja, el cerebro se les fundió. El INE siempre debe de estar muy lejos de las manos del gobierno. Es muy difícil entender eso?.",Universal
1558,"Darle la espalda a los mexicanos, afectar el bolsillo de los ciudadanos quitándoles su dinero para entregarlo a empresarios extranjeros es Traición a la Patria, los diputados panistas, priístas perredistas y emecistas son traidores al pueblo de México, esa es la única realidad.",Universal
1559,"Y el INE no piensa que las campañas de odio de Lily, de cuadry, de Sochi y de todos los prianrdms NO SON ofensivas todo el odio y rencor que le tienen a el pueblo las ofensas los insultos las amenazas el abuso de poder eso no es violencia señor Lorenzo",Universal
1560,No les sigamos el juego a los inútiles de MORENA. Ante las adversidades se necesita un México Unido,Universal
1561,Venditas redes sociales primero se meten con el pueblo y después ya no aguantan. Bola de rateros el INE que sus achichincles para que sirven. Ala chingada vende patrias.,Universal
1562,"Qué mejor anulen las redes de morena, nos ahorraríamos muchos problemas, y por ahí, la mañanera también.",Universal
1563,"Traidores son los chapulines, nido de ratas, ahora llamado(prianmo
rena)...",Universal
1564,"Y porque no prohíben, a la Lili Téllez que se la pasa destilando todo su veneno, vociferando , e insultando como desquiciada cada que habré la boca, es lo único que hace, ¿Y por eso se le paga con el dinero de nuestros impuestos? Y los comentarios y descalificacion
es de todos los prianistas a todos los que no son de sus partidos, !Ellos también han sembrado odio!!",Universal
1565,"No solo que quiten su campaña de odio y división deberían ser sancionados económicamente para que aprendan, y que estudien la constitución y respeten que existe la democracia y no incitar al odio si no mal recuerdo el presidente inicio esto de traidores a la patria por no seguir sus órdenes",Universal
1566,No es morena es el pueblo q manda en su voto es libre y se va a votar x aquellos q cuiden el pais a veneficio del pueblo no traicionar a la nacion venden patria no mas prianistas etc,Universal
1567,"Deberían evaluar la actitud de traidores. Hasta en otros países lo entienden, menos el INE.",Universal
1568,"Pero el ine le corresponde la elección, no es juez ni poder judicial,ya enloquecieron, y de que son traidores son traidores y cada quien es responsable de sus actos.",Universal
1569,"A los Traidores se les llama como lo que son, Traidores! La oposición es muy lengua larga y cobarde, ellos ofenden, insultan, mienten y cuando se les describe se molestan, el PRIANRD durante muchos años atentó contra nuestra integridad económica, física e intelectual, con devaluaciones, saqueos, robos al erario público, ""guerras contra el narcotráfico"" y manipulando la información, que no chantajeen y manipulen, ya no les creemos, no a esta prensa vendida a esos Traidores, así que quién está en contra d México es un Traidor a la Patria.",Universal
1570,"Es importante que los diputados agraviados hagan un documento de fincar responsabilidad
es por si son agredidos verbal o violentamente hasta si pueden perder la vida. No podemos vivir en un país donde el mismo gobierno fomenta el ODIO",Universal
